crop,temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,wind_speed,soil_moisture,month,season,water_stress,nutrient_stress,temperature_stress,disease
maize,38.73,85.44,50.65,9.0,73.61,41.36,70.0,1.47,8.78,6,monsoon,1,0,1,healthy
tomato,27.34,55.35,20.87,7.26,58.38,49.68,80.13,19.23,17.81,11,winter,1,0,0,healthy
wheat,26.47,73.34,146.33,6.8,72.21,43.61,78.79,14.14,35.06,9,monsoon,0,0,0,healthy
wheat,32.92,50.2,92.88,5.84,104.07,32.03,53.45,0.58,24.92,2,winter,0,0,0,healthy
maize,32.21,67.22,210.28,7.68,68.26,10.62,37.52,5.24,41.09,10,winter,0,1,0,healthy
maize,13.3,87.5,90.75,3.26,15.46,75.37,61.04,0.92,27.68,10,winter,0,1,0,healthy
wheat,7.01,56.34,199.02,3.0,148.73,12.21,18.87,4.34,53.29,7,monsoon,0,1,1,healthy
wheat,30.8,73.59,172.82,9.0,107.5,36.81,30.33,1.1,45.31,6,monsoon,0,0,0,healthy
cotton,24.73,50.99,29.68,5.02,46.89,43.6,94.8,1.86,45.15,1,winter,0,0,0,healthy
maize,31.18,50.35,19.99,6.16,50.92,51.02,106.17,0.57,32.22,10,winter,0,0,0,healthy
maize,36.18,68.5,79.9,6.69,67.12,42.45,73.58,8.55,27.16,9,monsoon,0,0,1,healthy
wheat,28.21,60.74,236.33,4.88,89.5,70.19,38.57,6.58,19.42,4,summer,1,0,0,healthy
tomato,33.23,81.4,145.52,6.13,46.17,31.06,45.35,10.17,54.68,6,monsoon,0,0,0,healthy
cotton,9.86,89.28,26.39,9.0,123.78,6.29,67.86,0.73,29.98,5,summer,0,1,1,healthy
wheat,13.52,31.74,126.44,7.35,128.85,32.42,54.91,0.45,18.99,9,monsoon,1,0,0,healthy
tomato,19.31,94.77,110.75,6.18,85.89,27.96,75.78,5.7,14.43,12,winter,1,0,0,late_blight
maize,14.14,66.22,5.38,4.25,40.11,39.75,62.84,2.03,21.75,5,summer,0,0,0,healthy
maize,26.29,96.22,18.69,7.54,33.32,3.56,1.61,0.64,25.01,3,summer,0,1,0,healthy
maize,31.92,85.28,27.93,5.53,88.2,56.27,42.84,10.0,31.55,4,summer,0,0,0,healthy
wheat,44.73,56.36,47.95,4.74,43.39,25.63,92.75,1.64,30.39,10,winter,0,0,1,healthy
tomato,27.92,98.04,83.6,6.54,5.94,57.73,2.65,4.94,33.73,6,monsoon,0,1,0,healthy
tomato,41.02,59.07,2.32,7.97,66.98,29.12,62.18,13.5,35.47,2,winter,0,0,1,healthy
rice,9.25,65.63,93.23,5.73,107.95,24.01,68.79,3.25,14.19,12,winter,1,0,1,healthy
tomato,25.29,68.59,37.37,7.23,0.0,45.87,67.08,1.22,22.07,2,winter,0,1,0,healthy
tomato,14.5,38.75,83.11,5.66,61.95,72.79,57.52,4.83,24.02,9,monsoon,0,0,0,healthy
cotton,11.07,54.6,117.64,5.66,125.64,66.97,41.67,1.25,22.57,4,summer,0,0,0,healthy
tomato,4.57,88.69,14.01,6.31,109.68,29.86,30.72,2.67,35.41,6,monsoon,0,0,1,late_blight
wheat,31.07,65.35,156.23,4.93,132.48,55.88,71.44,1.95,18.06,10,winter,1,0,0,healthy
wheat,15.44,80.26,6.68,6.32,66.95,56.32,27.3,3.46,23.13,4,summer,0,1,0,rust
tomato,21.33,91.83,95.21,7.3,70.79,60.52,67.29,14.31,22.69,2,winter,0,0,0,late_blight
tomato,23.42,62.4,266.38,7.71,58.69,39.63,92.79,2.44,14.91,1,winter,1,0,0,healthy
tomato,22.79,90.22,11.17,6.3,79.1,45.18,79.83,8.1,42.28,3,summer,0,0,0,healthy
rice,14.22,50.57,43.03,7.52,114.73,30.97,49.1,0.52,41.86,10,winter,0,0,0,healthy
tomato,30.75,73.48,25.86,6.87,73.66,37.65,59.32,11.31,35.74,10,winter,0,0,0,healthy
maize,24.42,48.66,12.1,7.75,79.17,87.27,70.53,0.85,21.71,8,monsoon,0,0,0,healthy
tomato,26.61,47.71,31.99,5.95,86.32,50.25,51.98,24.41,29.97,10,winter,0,0,0,healthy
rice,27.42,36.82,101.08,7.06,127.97,62.5,40.02,1.57,47.3,2,winter,0,0,0,healthy
maize,27.4,57.96,335.61,6.91,44.12,39.21,35.66,7.1,12.27,1,winter,1,0,0,healthy
cotton,29.52,34.78,116.76,6.99,107.01,27.55,71.95,3.1,27.91,10,winter,0,0,0,healthy
wheat,18.2,75.21,132.08,4.4,44.12,48.89,89.92,4.04,23.9,6,monsoon,0,0,0,rust
wheat,13.4,47.87,16.12,7.58,68.82,74.54,50.01,10.87,13.01,5,summer,1,0,0,healthy
maize,36.66,61.68,51.47,4.73,80.87,61.51,46.56,1.28,33.03,4,summer,0,0,1,healthy
tomato,24.84,56.67,91.47,6.04,81.97,61.81,24.48,0.81,40.68,10,winter,0,1,0,healthy
maize,31.79,71.77,58.02,8.72,67.05,22.28,38.92,1.25,28.65,11,winter,0,0,0,healthy
tomato,26.52,81.54,54.69,8.33,97.46,35.47,36.01,9.16,41.99,5,summer,0,0,0,healthy
rice,9.5,77.12,18.07,6.57,101.54,73.51,101.99,13.27,37.35,3,summer,0,0,1,healthy
maize,20.33,43.98,61.94,3.0,56.02,43.13,68.3,4.99,31.0,4,summer,0,0,0,rust
tomato,26.17,64.52,255.91,5.0,70.43,39.63,82.16,18.41,23.07,6,monsoon,0,0,0,healthy
rice,20.79,69.72,6.47,3.0,106.52,54.74,52.97,0.11,32.47,7,monsoon,0,0,0,blast
wheat,25.7,38.75,131.24,5.71,46.69,51.34,26.67,17.88,54.15,12,winter,0,1,0,healthy
rice,20.14,100.0,9.3,7.2,137.44,60.24,2.9,7.84,51.74,6,monsoon,0,1,0,blast
wheat,32.52,44.67,291.32,6.41,93.1,58.08,0.93,5.26,19.9,6,monsoon,1,1,0,healthy
tomato,25.17,55.44,164.2,5.53,78.23,27.43,75.06,1.5,25.17,4,summer,0,0,0,healthy
maize,17.37,50.52,29.5,7.19,82.58,52.78,69.18,4.02,45.88,8,monsoon,0,0,0,healthy
tomato,23.56,100.0,11.15,8.06,95.16,66.19,45.8,16.69,31.13,8,monsoon,0,0,0,healthy
rice,13.49,100.0,159.91,8.12,102.96,36.16,29.52,5.95,31.18,12,winter,0,1,0,healthy
cotton,31.31,64.56,18.5,9.0,85.48,38.12,51.95,6.6,24.49,6,monsoon,0,0,0,healthy
cotton,32.55,73.83,70.36,6.86,77.61,49.05,33.44,10.68,34.28,11,winter,0,0,0,healthy
cotton,20.17,75.54,2.98,5.75,96.76,45.87,58.13,2.05,34.84,6,monsoon,0,0,0,healthy
cotton,23.12,75.53,37.7,7.6,102.1,28.66,61.74,1.4,40.42,12,winter,0,0,0,healthy
wheat,23.09,62.66,15.31,5.51,19.11,55.27,91.43,4.85,39.98,11,winter,0,1,0,rust
cotton,21.55,51.93,112.76,6.99,115.84,17.57,49.95,9.07,35.24,7,monsoon,0,1,0,healthy
cotton,26.01,100.0,36.43,8.04,40.5,54.47,76.69,5.47,34.1,11,winter,0,0,0,healthy
cotton,23.07,50.67,59.25,6.73,113.21,37.59,5.68,18.82,38.47,11,winter,0,1,0,healthy
tomato,24.6,63.94,2.76,7.31,106.54,60.06,111.42,4.95,52.0,4,summer,0,0,0,healthy
maize,29.26,51.79,27.69,6.64,79.42,33.94,80.0,1.76,13.84,11,winter,1,0,0,healthy
rice,28.43,87.98,89.95,6.34,74.94,41.4,89.05,0.33,33.48,1,winter,0,0,0,bacterial_blight
rice,34.31,75.3,176.78,7.46,85.69,60.02,0.0,1.91,36.78,12,winter,0,1,0,healthy
rice,17.11,60.63,18.7,6.38,99.04,51.6,89.99,5.64,26.37,12,winter,0,0,0,healthy
maize,20.98,65.85,412.52,3.88,61.29,9.02,62.65,11.9,25.3,3,summer,0,1,0,healthy
rice,13.68,18.14,97.42,3.0,36.5,89.69,42.43,3.85,32.98,1,winter,0,1,0,healthy
wheat,27.31,22.31,24.66,4.34,64.75,37.7,80.73,1.67,24.18,1,winter,0,0,0,healthy
maize,25.83,26.76,207.32,9.0,78.18,25.83,22.16,2.74,38.31,5,summer,0,1,0,healthy
maize,23.55,38.38,173.61,7.84,84.35,27.7,42.29,2.42,33.43,4,summer,0,0,0,healthy
cotton,34.06,100.0,230.58,3.99,53.11,29.47,97.65,5.19,38.09,10,winter,0,0,0,healthy
wheat,27.44,63.97,101.58,6.02,86.3,73.73,73.97,3.8,39.18,11,winter,0,0,0,healthy
rice,23.51,54.63,240.94,5.64,98.55,66.72,56.48,0.35,40.48,4,summer,0,0,0,blast
rice,22.32,90.01,59.13,5.49,95.84,49.77,14.52,4.36,23.07,10,winter,0,1,0,blast
tomato,29.61,22.17,71.68,7.17,49.11,36.91,70.76,3.64,42.74,11,winter,0,0,0,healthy
rice,21.01,94.44,86.8,6.67,51.85,42.84,32.13,0.52,30.98,6,monsoon,0,0,0,blast
cotton,16.21,62.76,2.36,6.11,127.96,51.22,52.61,0.62,29.07,7,monsoon,0,0,0,healthy
tomato,26.83,70.29,9.23,6.73,47.74,46.6,125.82,0.92,11.94,5,summer,1,0,0,healthy
cotton,21.53,90.4,175.34,5.21,96.71,80.67,62.13,1.34,31.71,1,winter,0,0,0,healthy
tomato,35.08,76.49,23.23,5.96,101.31,57.1,33.79,7.86,17.99,3,summer,1,0,1,healthy
maize,19.45,79.1,191.43,7.29,88.14,45.16,34.51,4.57,24.05,6,monsoon,0,0,0,healthy
cotton,8.22,56.43,114.18,6.61,64.29,39.25,37.27,7.02,30.29,6,monsoon,0,0,1,healthy
wheat,51.04,45.11,82.72,9.0,45.28,35.56,76.86,6.47,28.93,12,winter,0,0,1,healthy
cotton,32.64,100.0,164.29,9.0,84.89,39.85,25.38,1.37,39.63,6,monsoon,0,1,0,healthy
cotton,29.75,11.19,98.51,9.0,72.76,59.04,87.53,0.72,20.28,2,winter,0,0,0,healthy
rice,13.96,52.11,315.7,5.47,108.59,50.26,78.13,6.74,35.16,5,summer,0,0,0,healthy
maize,31.4,85.09,107.45,7.38,93.49,24.66,65.3,3.34,28.37,6,monsoon,0,0,0,healthy
cotton,19.04,54.15,165.15,6.04,80.91,52.17,48.42,3.47,27.81,10,winter,0,0,0,healthy
tomato,23.57,71.65,7.57,4.09,57.12,24.62,36.5,8.14,28.45,11,winter,0,0,0,healthy
maize,30.61,93.01,79.62,6.92,67.81,12.34,42.46,6.36,35.84,10,winter,0,1,0,healthy
wheat,26.75,95.79,101.36,3.0,134.02,24.66,34.15,1.71,19.93,11,winter,1,0,0,healthy
wheat,26.34,47.54,213.7,6.01,96.69,56.24,43.58,0.54,14.62,1,winter,1,0,0,healthy
wheat,30.65,88.61,90.01,6.78,107.05,0.0,49.27,14.1,28.31,9,monsoon,0,1,0,healthy
cotton,26.2,74.15,237.73,8.09,76.63,52.83,75.08,5.62,28.3,1,winter,0,0,0,healthy
wheat,25.63,58.9,266.17,7.19,107.1,31.71,44.79,10.42,24.2,11,winter,0,0,0,healthy
rice,18.36,77.95,31.33,6.74,147.23,31.79,0.0,10.04,29.7,3,summer,0,1,0,healthy
wheat,35.17,82.62,0.29,6.07,89.82,0.0,93.47,6.36,39.34,6,monsoon,0,1,1,healthy
rice,22.4,82.96,3.66,7.63,100.19,36.71,69.3,18.36,24.13,12,winter,0,0,0,blast
rice,22.37,82.06,45.85,3.88,83.57,9.49,31.65,0.1,27.71,9,monsoon,0,1,0,blast
cotton,17.05,85.58,90.42,3.0,79.42,34.74,60.56,5.66,35.47,4,summer,0,0,0,healthy
tomato,18.07,55.62,14.1,6.85,112.94,36.17,42.71,2.29,27.39,5,summer,0,0,0,healthy
wheat,14.7,82.57,84.55,4.66,136.47,55.73,85.69,5.63,31.31,11,winter,0,0,0,healthy
rice,12.58,85.78,23.21,6.97,84.5,27.6,120.18,0.31,38.49,8,monsoon,0,0,0,bacterial_blight
maize,39.18,100.0,103.45,7.15,124.11,46.51,76.56,4.83,21.34,9,monsoon,0,0,1,healthy
wheat,21.32,87.29,32.33,6.53,91.33,62.46,72.94,14.72,42.43,9,monsoon,0,0,0,rust
rice,17.81,92.29,266.8,8.17,32.87,39.69,57.48,1.8,24.56,2,winter,0,1,0,healthy
maize,30.24,73.69,143.07,4.54,85.75,85.78,21.08,9.97,39.54,12,winter,0,1,0,healthy
rice,24.64,22.49,107.62,7.4,88.58,23.62,0.0,15.29,29.51,9,monsoon,0,1,0,healthy
maize,41.19,42.74,7.59,6.74,81.24,50.97,45.47,11.92,34.26,7,monsoon,0,0,1,healthy
maize,25.15,78.15,37.11,7.29,72.77,9.09,74.06,4.62,34.17,5,summer,0,1,0,healthy
wheat,20.61,95.39,80.29,5.77,94.06,67.75,61.65,1.46,24.43,12,winter,0,0,0,rust
wheat,13.35,100.0,65.69,4.3,58.07,44.84,17.38,4.86,25.77,4,summer,0,1,0,healthy
maize,9.24,87.85,106.89,5.43,62.07,9.47,60.81,0.2,25.93,4,summer,0,1,1,healthy
maize,30.49,79.84,55.77,9.0,107.79,30.53,54.55,11.7,18.89,10,winter,1,0,0,healthy
maize,36.29,61.89,64.69,4.32,79.64,14.95,69.09,2.01,26.34,9,monsoon,0,1,1,healthy
cotton,28.55,17.92,166.54,6.8,65.64,59.15,85.93,5.32,37.41,3,summer,0,0,0,healthy
wheat,25.88,91.05,33.19,5.74,77.55,46.95,47.82,0.0,36.9,5,summer,0,0,0,healthy
rice,4.53,48.26,26.19,4.87,116.52,56.41,53.71,1.8,41.34,5,summer,0,0,1,healthy
rice,18.17,51.53,13.39,4.43,66.07,45.08,99.22,0.81,17.1,10,winter,1,0,0,healthy
wheat,10.6,35.03,99.0,6.7,12.78,34.12,63.61,0.7,34.91,5,summer,0,1,0,healthy
rice,40.97,100.0,46.09,8.12,109.87,56.32,58.14,5.93,36.66,1,winter,0,0,1,healthy
wheat,28.37,59.28,42.36,7.31,93.19,55.58,71.44,14.7,46.74,1,winter,0,0,0,healthy
rice,16.27,62.26,154.27,5.43,123.33,38.79,71.37,1.34,38.9,9,monsoon,0,0,0,healthy
cotton,29.6,34.43,65.83,5.52,92.62,33.94,74.5,4.9,40.11,2,winter,0,0,0,healthy
cotton,18.74,70.06,37.52,6.54,83.06,26.74,47.59,1.03,29.45,5,summer,0,0,0,healthy
cotton,23.08,83.53,56.31,6.29,87.94,58.96,41.79,0.44,17.22,9,monsoon,1,0,0,healthy
cotton,20.92,74.23,22.99,6.75,78.78,54.02,81.38,0.62,36.71,8,monsoon,0,0,0,healthy
tomato,30.29,50.72,56.57,5.06,40.15,41.55,97.84,6.1,23.87,9,monsoon,0,0,0,healthy
rice,16.13,36.78,30.69,6.37,36.51,21.56,34.9,5.35,30.88,7,monsoon,0,1,0,healthy
cotton,28.17,59.07,91.39,6.09,124.96,64.96,89.75,4.71,40.14,9,monsoon,0,0,0,healthy
cotton,30.24,39.27,201.06,7.33,90.22,47.81,26.84,6.04,21.35,1,winter,0,1,0,healthy
maize,38.56,39.38,59.83,7.27,76.71,49.95,50.37,5.58,34.2,6,monsoon,0,0,1,healthy
rice,38.6,69.73,39.61,7.03,88.94,41.08,93.67,2.88,49.65,2,winter,0,0,1,healthy
tomato,29.32,81.74,170.58,4.81,77.78,35.16,53.84,2.76,36.98,10,winter,0,0,0,late_blight
wheat,13.17,47.37,216.25,6.3,7.78,58.33,42.68,2.53,13.23,11,winter,1,1,0,healthy
cotton,25.74,62.13,23.09,8.7,62.11,61.49,49.49,10.35,43.63,11,winter,0,0,0,healthy
