State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Gurdaspur,Gurdaspur,Cauliflower,Other,FAQ,04/08/2025,4000,4500,4200
Punjab,Gurdaspur,Gurdaspur,Garlic,Other,FAQ,04/08/2025,5000,6000,5500
Punjab,Gurdaspur,Gurdaspur,Onion,Other,FAQ,04/08/2025,1500,1700,1600
Punjab,Gurdaspur,Gurdaspur,Papaya,Other,Medium,04/08/2025,3000,3500,3300
Punjab,Gurdaspur,Gurdaspur,Plum,Other,Medium,04/08/2025,4000,5000,4500
Punjab,Gurdaspur,Kalanaur,Pumpkin,Other,FAQ,04/08/2025,800,800,800
Punjab,Hoshiarpur,"Garh Shankar","Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,2500,3000,2800
Punjab,Hoshiarpur,"Garh Shankar",Cucumbar(Kheera),Other,FAQ,04/08/2025,1500,2500,2000
Punjab,Hoshiarpur,"Garh Shankar",Tomato,Deshi,Non-FAQ,04/08/2025,4000,5000,4500
Punjab,Hoshiarpur,"Garh Shankar(Mahalpur)",Banana,Other,Medium,04/08/2025,1800,2200,1900
Punjab,Hoshiarpur,"Garh Shankar(Mahalpur)","Bitter gourd",Other,FAQ,04/08/2025,2500,2800,2700
Punjab,Hoshiarpur,"Garh Shankar(Mahalpur)","Green Chilli","Green Chilly",FAQ,04/08/2025,1500,2000,1800
Punjab,Hoshiarpur,"Tanda Urmur","Bitter gourd",Other,FAQ,04/08/2025,2500,3500,3000
Punjab,Hoshiarpur,"Tanda Urmur",Cabbage,Other,FAQ,04/08/2025,1500,2000,1800
Punjab,Ludhiana,Doraha,Capsicum,Capsicum,FAQ,04/08/2025,500,5000,500
Punjab,Ludhiana,Doraha,"Sponge gourd",Other,FAQ,04/08/2025,1100,1100,1100
Punjab,Mohali,Kurali,Onion,Other,FAQ,04/08/2025,1600,1700,1650
Punjab,Mohali,Lalru,"Bottle gourd",Other,FAQ,04/08/2025,2000,2000,2000
Punjab,Mohali,Lalru,Colacasia,Other,FAQ,04/08/2025,3000,3000,3000
Punjab,Mohali,Lalru,Ginger(Green),"Green Ginger",FAQ,04/08/2025,6500,6500,6500
Punjab,Patiala,Ghanaur,Tomato,Other,FAQ,04/08/2025,3000,5000,4000
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Bottle gourd",Other,FAQ,04/08/2025,1350,1500,1400
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Cauliflower,Other,FAQ,04/08/2025,3350,3500,3400
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Papaya,Other,Medium,04/08/2025,3650,3800,3700
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Peas Wet",Other,FAQ,04/08/2025,7850,8000,7900
Punjab,Tarntaran,Patti,Ginger(Dry),Other,FAQ,04/08/2025,3500,4500,4000
Punjab,Tarntaran,Patti,Onion,Other,FAQ,04/08/2025,1500,1700,1600
Punjab,Tarntaran,Patti,Ridgeguard(Tori),Other,FAQ,04/08/2025,2000,3000,2500
Rajasthan,Barmer,Dhorimanna,Mustard,Mustard,FAQ,04/08/2025,6800,7200,7000
Rajasthan,Beawar,Vijaynagar,"Barley (Jau)",Other,FAQ,04/08/2025,2100,2250,2150
Rajasthan,Beawar,Vijaynagar,"Bengal Gram(Gram)(Whole)",Other,FAQ,04/08/2025,5700,5700,5700
Rajasthan,Bharatpur,Bayana,Tomato,Other,FAQ,04/08/2025,2800,2800,2800
Rajasthan,Ganganagar,Suratgarh,Garlic,Average,FAQ,04/08/2025,6800,7100,6950
Rajasthan,Hanumangarh,Sangriya,Onion,Onion,FAQ,04/08/2025,600,1400,1000
Rajasthan,Hanumangarh,Sangriya,Potato,Potato,FAQ,04/08/2025,1000,1700,1400
Rajasthan,"Jaipur Rural",Bassi,"Bengal Gram(Gram)(Whole)",999,Non-FAQ,04/08/2025,5821,5821,5821
Rajasthan,"Jaipur Rural",Bassi,Mustard,Other,Non-FAQ,04/08/2025,6450,7026,6738
Rajasthan,Jalore,Jalore,"Bottle gourd",Other,FAQ,04/08/2025,800,1000,900
Rajasthan,Jalore,Jalore,Tinda,Other,FAQ,04/08/2025,3000,3500,3300
Rajasthan,Jodhpur,"Jodhpur (F&V)",Garlic,Other,FAQ,04/08/2025,2000,6000,4500
Rajasthan,Jodhpur,"Jodhpur (F&V)",Plum,Other,Medium,04/08/2025,3000,7000,5000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Beetroot,Other,FAQ,04/08/2025,2000,3000,2500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Bitter gourd",Other,FAQ,04/08/2025,1000,2500,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Brinjal,Other,FAQ,04/08/2025,1000,2500,2000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Capsicum,Other,FAQ,04/08/2025,4000,6000,5000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Ginger(Green),Other,FAQ,04/08/2025,3000,4500,4000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Onion Green",Other,FAQ,04/08/2025,1500,3000,2000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Pointed gourd (Parval)",Other,FAQ,04/08/2025,2000,3000,2500
Rajasthan,Udaipur,"Udaipur (Grain)","Barley (Jau)",Local,Non-FAQ,04/08/2025,2250,2450,2350
Rajasthan,Udaipur,"Udaipur (Grain)",Maize,Yellow,Non-FAQ,04/08/2025,1940,2230,2120
Rajasthan,Udaipur,"Udaipur (Grain)",Soyabean,Other,FAQ,04/08/2025,4200,4550,4400
Rajasthan,Udaipur,"Udaipur (Grain)",Wheat,Kalyan,FAQ,04/08/2025,2600,2670,2650
Telangana,Hyderabad,"L B Nagar",Beetroot,Beetroot,FAQ,04/08/2025,2000,2500,2200
Telangana,Hyderabad,"L B Nagar","Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,2500,3500,3000
Telangana,Hyderabad,"L B Nagar",Pumpkin,Other,FAQ,04/08/2025,1000,1500,1200
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,04/08/2025,2800,3200,3000
Telangana,Nalgonda,Huzurnagar,Paddy(Dhan)(Common),"B P T",FAQ,04/08/2025,2320,2320,2320
Telangana,"Ranga Reddy",Chevella,Tomato,Deshi,FAQ,04/08/2025,2000,2000,2000
Telangana,Warangal,Jangaon,Maize,Local,Non-FAQ,04/08/2025,2225,2225,2225
Telangana,Warangal,Warangal,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,04/08/2025,8500,9000,8750
Telangana,Warangal,Warangal,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,04/08/2025,4500,5000,4750
Tripura,"West District",Champaknagar,Brinjal,Round/Long,FAQ,04/08/2025,4000,6000,5000
Tripura,"West District",Champaknagar,"Green Chilli","Green Chilly",FAQ,04/08/2025,15000,20000,18000
"Uttar Pradesh",Agra,Fatehabad,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,04/08/2025,1800,2300,2000
"Uttar Pradesh",Aligarh,Aligarh,Tomato,Hybrid,FAQ,04/08/2025,3800,3940,3880
"Uttar Pradesh",Aligarh,Atrauli,Brinjal,Brinjal,FAQ,04/08/2025,1100,1200,1150
"Uttar Pradesh",Aligarh,Khair,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,1000,1500,1200
"Uttar Pradesh",Aligarh,Khair,Cauliflower,Cauliflower,FAQ,04/08/2025,1500,2500,2000
"Uttar Pradesh",Aligarh,Khair,Maize,Hybrid/Local,Non-FAQ,04/08/2025,1600,1850,1700
"Uttar Pradesh",Aligarh,Khair,Paddy(Dhan)(Basmati),"Basmati 1509",Non-FAQ,04/08/2025,2450,2850,2750
"Uttar Pradesh",Aligarh,Khair,Potato,Desi,Non-FAQ,04/08/2025,800,1000,900
"Uttar Pradesh",Badaun,Babrala,Wheat,Dara,Non-FAQ,04/08/2025,2560,2580,2570
"Uttar Pradesh",Badaun,Badayoun,Brinjal,Brinjal,FAQ,04/08/2025,1650,1780,1700
"Uttar Pradesh",Badaun,Badayoun,Capsicum,Capsicum,FAQ,04/08/2025,5020,5200,5100
"Uttar Pradesh",Badaun,Badayoun,Lemon,Lemon,FAQ,04/08/2025,4500,4620,4550
"Uttar Pradesh",Badaun,Badayoun,Raddish,Raddish,FAQ,04/08/2025,2200,2320,2250
"Uttar Pradesh",Badaun,Badayoun,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,04/08/2025,1750,1880,1800
"Uttar Pradesh",Badaun,Shahaswan,Banana,Amruthapani,Medium,04/08/2025,2000,2250,2200
"Uttar Pradesh",Badaun,Shahaswan,Brinjal,Brinjal,FAQ,04/08/2025,900,1100,1000
"Uttar Pradesh",Badaun,Shahaswan,Onion,Red,Non-FAQ,04/08/2025,1400,1550,1500
"Uttar Pradesh",Badaun,Visoli,Maize,Yellow,FAQ,04/08/2025,2000,2010,2000
"Uttar Pradesh",Bahraich,Naanpara,"Banana - Green","Banana - Green",FAQ,04/08/2025,750,800,780
"Uttar Pradesh",Balrampur,Tulsipur,Brinjal,Round/Long,FAQ,04/08/2025,1730,1780,1750
"Uttar Pradesh",Balrampur,Tulsipur,Potato,Desi,FAQ,04/08/2025,1000,1080,1040
"Uttar Pradesh",Balrampur,Tulsipur,Tomato,Deshi,FAQ,04/08/2025,3000,3080,3030
"Uttar Pradesh",Bareilly,Anwala,"Green Chilli","Green Chilly",FAQ,04/08/2025,3500,4000,3800
"Uttar Pradesh",Bareilly,Anwala,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,04/08/2025,700,1000,800
"Uttar Pradesh",Bulandshahar,Gulavati,"Bottle gourd","Bottle Gourd",FAQ,04/08/2025,900,1100,1000
"Uttar Pradesh",Bulandshahar,Gulavati,Brinjal,Other,FAQ,04/08/2025,600,800,700
"Uttar Pradesh",Bulandshahar,Gulavati,Garlic,Desi,FAQ,04/08/2025,5000,5200,5100
"Uttar Pradesh",Bulandshahar,Gulavati,Potato,Desi,FAQ,04/08/2025,800,1000,900
"Uttar Pradesh",Chitrakut,Karvi,Onion,Red,FAQ,04/08/2025,1100,1300,1200
"Uttar Pradesh",Deoria,Devariya,Onion,Red,FAQ,04/08/2025,1400,1425,1410
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Apple,Apple,Medium,04/08/2025,10800,11250,11000
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1500,1700,1580
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Ginger(Green),"Green Ginger",FAQ,04/08/2025,4250,4650,4450
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"Green Chilli","Green Chilly",FAQ,04/08/2025,4200,4500,4350
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Papaya,Papaya,Medium,04/08/2025,2650,2880,2750
"Uttar Pradesh",Ghazipur,Yusufpur,Rice,III,FAQ,04/08/2025,2400,2500,2450
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Gur(Jaggery),Red,FAQ,04/08/2025,4575,4775,4675
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Mustard,Sarson(Black),FAQ,04/08/2025,6770,6970,6870
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Tomato,Deshi,FAQ,04/08/2025,3930,4130,4030
"Uttar Pradesh",Kasganj,Kasganj,Onion,Red,FAQ,04/08/2025,1320,1470,1400
"Uttar Pradesh",Kaushambi,Manjhanpur,Onion,Red,FAQ,04/08/2025,1280,1470,1375
"Uttar Pradesh",Kaushambi,Manjhanpur,Tomato,Deshi,FAQ,04/08/2025,4200,4480,4340
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Apple,"Kasmir/Shimla - II",Medium,04/08/2025,8100,8200,8150
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Apple,Delicious,Medium,04/08/2025,8550,8600,8575
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Potato,Potato,FAQ,04/08/2025,1820,1860,1845
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Tomato,Tomato,FAQ,04/08/2025,1450,1500,1475
"Uttar Pradesh",Maharajganj,Nautnava,Wheat,Dara,FAQ,04/08/2025,2400,2500,2450
"Uttar Pradesh",Mainpuri,Ghiraur,Apple,Delicious,Medium,04/08/2025,10800,11000,10900
"Uttar Pradesh",Mainpuri,Ghiraur,"Green Chilli","Green Chilly",FAQ,04/08/2025,4940,5140,5040
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,"Green Chilli","Green Chilly",FAQ,04/08/2025,4900,5000,4950
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Rice,"1009 Kar",FAQ,04/08/2025,3900,4000,3965
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1000,1100,1050
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,04/08/2025,1200,1300,1250
"Uttar Pradesh",Pillibhit,Puranpur,Apple,Delicious,Medium,04/08/2025,13080,13180,13130
"Uttar Pradesh",Pillibhit,Puranpur,"Green Chilli","Green Chilly",FAQ,04/08/2025,4200,4290,4250
"Uttar Pradesh",Pillibhit,Puranpur,Potato,Potato,Non-FAQ,04/08/2025,1025,1100,1060
"Uttar Pradesh",Pillibhit,Puranpur,Tomato,Local,Non-FAQ,04/08/2025,3740,3815,3775
"Uttar Pradesh",Raebarelli,Bachranwa,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,04/08/2025,7515,7550,7525
"Uttar Pradesh",Raebarelli,Bachranwa,Paddy(Dhan)(Common),Common,FAQ,04/08/2025,2275,2315,2300
"Uttar Pradesh",Raebarelli,Bachranwa,Potato,Desi,FAQ,04/08/2025,1125,1200,1150
"Uttar Pradesh",Raebarelli,Lalganj,Potato,Desi,FAQ,04/08/2025,900,1000,950
"Uttar Pradesh",Rampur,Vilaspur,Banana,"Banana - Ripe",Medium,04/08/2025,2000,2400,2200
"Uttar Pradesh",Saharanpur,Gangoh,"Bottle gourd","Bottle Gourd",FAQ,04/08/2025,1200,1500,1300
"Uttar Pradesh",Saharanpur,Gangoh,Onion,Red,FAQ,04/08/2025,1200,1400,1300
"Uttar Pradesh",Sambhal,Sambhal,Onion,Red,FAQ,04/08/2025,1200,1520,1400
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1400,1500,1450
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,"Green Chilli","Green Chilly",FAQ,04/08/2025,2000,2200,2100
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,Pumpkin,Pumpkin,FAQ,04/08/2025,700,800,750
"Uttar Pradesh",Shahjahanpur,Puwaha,Onion,Red,FAQ,04/08/2025,1300,1450,1400
"Uttar Pradesh",Shahjahanpur,Puwaha,Potato,Desi,Non-FAQ,04/08/2025,1000,1040,1025
"Uttar Pradesh",Shamli,Kairana,"Bottle gourd","Bottle Gourd",FAQ,04/08/2025,600,700,650
"Uttar Pradesh",Shamli,Kairana,Cabbage,Cabbage,FAQ,04/08/2025,1700,1800,1750
"Uttar Pradesh",Shamli,Kairana,"Green Chilli","Green Chilly",FAQ,04/08/2025,2700,2800,2750
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Gur(Jaggery),Yellow,FAQ,04/08/2025,3000,3200,3100
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Wheat,Dara,FAQ,04/08/2025,2450,2460,2455
Uttrakhand,Dehradoon,Vikasnagar,Pomegranate,Other,Medium,04/08/2025,6000,6200,6200
Uttrakhand,Dehradoon,Vikasnagar,Potato,Other,Non-FAQ,04/08/2025,1460,1540,1540
Uttrakhand,Haridwar,Manglaur,Cucumbar(Kheera),Other,FAQ,04/08/2025,800,1200,1000
Uttrakhand,Haridwar,Roorkee,Banana,Other,Large,04/08/2025,800,1350,1000
Uttrakhand,Haridwar,Roorkee,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,500,700,600
Uttrakhand,Haridwar,Roorkee,"Bitter gourd",Other,FAQ,04/08/2025,450,700,550
Uttrakhand,Haridwar,Roorkee,Brinjal,Other,FAQ,04/08/2025,400,600,500
Uttrakhand,Haridwar,Roorkee,Cauliflower,Other,FAQ,04/08/2025,750,1100,900
Uttrakhand,Haridwar,Roorkee,Cucumbar(Kheera),Other,FAQ,04/08/2025,500,700,600
Uttrakhand,Haridwar,Roorkee,Onion,Other,FAQ,04/08/2025,2000,4000,3000
Uttrakhand,Nanital,Ramnagar,"Bottle gourd",Other,FAQ,04/08/2025,800,1000,900
Uttrakhand,Nanital,Ramnagar,"Sponge gourd",Other,FAQ,04/08/2025,1000,1500,1250
Uttrakhand,UdhamSinghNagar,Gadarpur,Rice,Other,FAQ,04/08/2025,2500,2500,2500
Uttrakhand,UdhamSinghNagar,Kicchha,Banana,"Banana - Ripe",Medium,04/08/2025,1500,1700,1600
Uttrakhand,UdhamSinghNagar,Kicchha,Brinjal,Brinjal,FAQ,04/08/2025,500,600,550
Uttrakhand,UdhamSinghNagar,Kicchha,Colacasia,Other,FAQ,04/08/2025,1000,1200,1100
Uttrakhand,UdhamSinghNagar,Kicchha,Mango,Chausa,Medium,04/08/2025,3500,4000,3600
Uttrakhand,UdhamSinghNagar,Rudrapur,Apple,Other,Medium,04/08/2025,6000,8000,7000
Uttrakhand,UdhamSinghNagar,Rudrapur,Mango,Other,Medium,04/08/2025,4000,5000,4500
Uttrakhand,UdhamSinghNagar,Rudrapur,Pomegranate,Other,Medium,04/08/2025,7000,9000,7500
Uttrakhand,UdhamSinghNagar,Sitarganj,"Bottle gourd",Other,FAQ,04/08/2025,1000,1500,1200
Uttrakhand,UdhamSinghNagar,Sitarganj,Colacasia,Other,FAQ,04/08/2025,2000,2400,2100
Uttrakhand,UdhamSinghNagar,Sitarganj,Potato,Other,Non-FAQ,04/08/2025,1200,1800,1500
"West Bengal",Bankura,"Bankura Sadar",Brinjal,Round/Long,FAQ,04/08/2025,4800,5500,5000
"West Bengal",Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,04/08/2025,900,1020,980
"West Bengal",Bankura,"Indus(Bankura Sadar)",Potato,Jyoti,FAQ,04/08/2025,1100,1160,1140
"West Bengal",Bankura,Khatra,Brinjal,Round/Long,FAQ,04/08/2025,4000,5500,4500
"West Bengal",Bankura,Khatra,Potato,Jyoti,FAQ,04/08/2025,900,1020,980
"West Bengal",Bankura,Khatra,"Sweet Pumpkin","Sweet Pumpkin",FAQ,04/08/2025,1300,1800,1500
"West Bengal",Birbhum,Birbhum,"Green Chilli","Green Chilly",FAQ,04/08/2025,8800,9000,8900
"West Bengal",Birbhum,Birbhum,Potato,Potato,FAQ,04/08/2025,1050,1150,1100
"West Bengal",Birbhum,Bolpur,"Green Chilli","Green Chilly",FAQ,04/08/2025,8800,9000,8900
"West Bengal",Birbhum,Bolpur,Onion,Onion,FAQ,04/08/2025,2100,2300,2200
"West Bengal",Birbhum,Bolpur,Potato,Potato,FAQ,04/08/2025,1050,1150,1100
"West Bengal",Birbhum,Bolpur,Rice,Common,FAQ,04/08/2025,3450,3550,3500
"West Bengal","Dakshin Dinajpur","Gangarampur(Dakshin Dinajpur)",Carrot,Other,FAQ,04/08/2025,3500,4000,3800
"West Bengal","Dakshin Dinajpur","Gangarampur(Dakshin Dinajpur)","Squash(Chappal Kadoo)",Other,FAQ,04/08/2025,1200,1500,1400
"West Bengal",Jhargram,Jhargram,Fish,Rahu(Andhra),FAQ,04/08/2025,16600,17000,16800
"West Bengal",Jhargram,Jhargram,Rice,"Super Fine",FAQ,04/08/2025,4800,5200,5000
"West Bengal",Medinipur(W),Ghatal,"Bitter gourd",Kareli,FAQ,04/08/2025,5100,5300,5200
"West Bengal",Medinipur(W),Ghatal,"Green Chilli","Green Chilly",FAQ,04/08/2025,8100,8300,8200
"West Bengal",Medinipur(W),Ghatal,Mustard,"Yellow (Black)",FAQ,04/08/2025,6100,6300,6200
"West Bengal",Medinipur(W),Ghatal,Onion,Onion,FAQ,04/08/2025,1900,2000,1950
"West Bengal",Medinipur(W),Ghatal,Tomato,Local,FAQ,04/08/2025,4500,4600,4550
"Andhra Pradesh",Chittor,Palamaner,Brinjal,Brinjal,FAQ,04/08/2025,1000,1500,1200
"Andhra Pradesh",Chittor,Palamaner,Cabbage,Cabbage,FAQ,04/08/2025,600,1000,800
"Andhra Pradesh",Chittor,Palamaner,Cauliflower,Cauliflower,FAQ,04/08/2025,700,1200,1000
"Andhra Pradesh",Chittor,Palamaner,"Green Chilli","Green Chilly",FAQ,04/08/2025,4000,6000,5000
"Andhra Pradesh",Chittor,Palamaner,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,04/08/2025,1100,2500,2000
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Desi(Bontha),Medium,04/08/2025,1700,2400,2200
"Andhra Pradesh",Guntur,Pidugurala(Palnadu),"Dry Chillies",Red,FAQ,04/08/2025,10000,13600,12500
"Andhra Pradesh",Kurnool,Yemmiganur,Groundnut,TMV-2,FAQ,04/08/2025,3080,6121,5801
Gujarat,Ahmedabad,Viramgam,"Cummin Seed(Jeera)",Other,FAQ,04/08/2025,10255,18255,17755
Gujarat,Ahmedabad,Viramgam,Wheat,Other,Non-FAQ,04/08/2025,2615,2685,2650
Gujarat,Amreli,Babra,"Cummin Seed(Jeera)",Other,FAQ,04/08/2025,14200,17950,16075
Gujarat,Banaskanth,Vadgam,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,04/08/2025,1350,1955,1625
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,04/08/2025,5000,6000,5500
Gujarat,"Chhota Udaipur","Hadad    ",Cotton,"Shanker 6 (B) 30mm FIne",FAQ,04/08/2025,6800,6900,6850
Gujarat,Gandhinagar,Kalol,Mustard,Other,FAQ,04/08/2025,6250,6250,6250
Gujarat,Morbi,Vankaner,Soanf,Soanf,FAQ,04/08/2025,5750,7125,6380
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1000,4000,2500
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Brinjal,Brinjal,FAQ,04/08/2025,200,2500,1350
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cabbage,Cabbage,FAQ,04/08/2025,300,2000,1150
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cauliflower,Cauliflower,FAQ,04/08/2025,1500,4000,2750
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Green Chilli","Green Chilly",FAQ,04/08/2025,1250,2400,1800
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Onion,Onion,FAQ,04/08/2025,475,1550,1075
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Potato,Desi,FAQ,04/08/2025,850,1755,1300
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Tomato,Tomato,FAQ,04/08/2025,2950,5300,4100
Gujarat,Sabarkantha,Meghraj,Wheat,Other,FAQ,04/08/2025,2500,2600,2600
Gujarat,Surat,Songadh(Badarpada),"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,3850,4950,4620
Gujarat,Surat,Surat,Cabbage,Other,FAQ,04/08/2025,600,1800,1200
Gujarat,Surat,Surat,Cowpea(Veg),Other,FAQ,04/08/2025,4000,11000,7500
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,04/08/2025,3500,7000,5250
Gujarat,Surat,Surat,"Mango (Raw-Ripe)",Other,FAQ,04/08/2025,2500,4500,3500
Gujarat,Surat,Surat,Onion,Other,FAQ,04/08/2025,600,2000,1300
Gujarat,Surat,Surat,"Sweet Potato",Other,FAQ,04/08/2025,2500,3000,2750
Gujarat,Surat,Surat,"Yam (Ratalu)",Other,FAQ,04/08/2025,5500,14000,9750
Gujarat,Vadodara(Baroda),Padra,Brinjal,Other,FAQ,04/08/2025,2000,3000,2500
Gujarat,Vadodara(Baroda),Padra,"Little gourd (Kundru)",Other,FAQ,04/08/2025,2000,4000,3000
Gujarat,Vadodara(Baroda),Padra,Pumpkin,Other,FAQ,04/08/2025,500,750,625
Haryana,Ambala,Barara,Apple,Apple,Medium,04/08/2025,6000,7000,6000
Haryana,Ambala,Barara,"Bottle gourd",Other,FAQ,04/08/2025,600,800,700
Haryana,Ambala,Barara,Carrot,Other,FAQ,04/08/2025,800,1000,800
Haryana,Gurgaon,"Farukh Nagar",Potato,Other,FAQ,04/08/2025,1400,1800,1400
Haryana,Gurgaon,Gurgaon,Banana,Other,Large,04/08/2025,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Cabbage,Other,FAQ,04/08/2025,1000,1200,1100
Haryana,Gurgaon,Gurgaon,Mango,Other,Large,04/08/2025,7000,9000,8000
Haryana,Gurgaon,Gurgaon,Onion,Other,FAQ,04/08/2025,1000,2000,1500
Haryana,Hissar,Hansi,Apple,Other,Medium,04/08/2025,10000,30000,20000
Haryana,Hissar,Hansi,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,1500,2000,1800
Haryana,Hissar,Hansi,"Bottle gourd",Other,FAQ,04/08/2025,1000,1500,1300
Haryana,Hissar,Hansi,Cauliflower,Other,FAQ,04/08/2025,3000,5000,4000
Haryana,Hissar,Hansi,Guava,Other,Medium,04/08/2025,3000,4000,3500
Haryana,Hissar,Hansi,Raddish,Other,FAQ,04/08/2025,4000,4000,4000
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,04/08/2025,1500,2000,1800
Haryana,Karnal,Indri,Apple,Other,Medium,04/08/2025,8000,8000,8000
Haryana,Karnal,Indri,Garlic,Average,FAQ,04/08/2025,2900,5300,4000
Haryana,Karnal,Indri,Tomato,Other,FAQ,04/08/2025,3500,3500,3500
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Cabbage,FAQ,04/08/2025,2000,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Capsicum,FAQ,04/08/2025,6000,6000,6000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,Potato,Non-FAQ,04/08/2025,1000,1000,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Pumpkin,Pumpkin,FAQ,04/08/2025,500,1000,800
Haryana,Panipat,Panipat,Onion,Other,FAQ,04/08/2025,800,1400,1100
Haryana,Panipat,Panipat,Tomato,Other,FAQ,04/08/2025,1000,3000,2000
Haryana,Panipat,Samalkha,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1500,1500,1500
Haryana,Panipat,Samalkha,"Bottle gourd","Bottle Gourd",FAQ,04/08/2025,1000,1000,1000
Haryana,Panipat,Samalkha,Cauliflower,Cauliflower,FAQ,04/08/2025,1900,1900,1900
Haryana,Panipat,Samalkha,Colacasia,Colacasia,FAQ,04/08/2025,2200,2200,2200
Haryana,Panipat,Samalkha,Cucumbar(Kheera),Cucumbar,FAQ,04/08/2025,1600,1600,1600
Haryana,Rewari,Kosli,Onion,Other,FAQ,04/08/2025,1500,1500,1500
Haryana,Rohtak,Meham,Onion,Other,FAQ,04/08/2025,1500,1500,1500
Haryana,Rohtak,Meham,Pumpkin,Pumpkin,FAQ,04/08/2025,600,600,600
Haryana,Rohtak,Meham,Tomato,Deshi,FAQ,04/08/2025,3500,3500,3500
Haryana,"Yamuna Nagar",Chhachrauli,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1800,3000,1800
